,donor_code,1,2,3,4,5,6,7,8,9,10,11,12,18,20,21,22,40,45,50,55,61,62,68,69,70,72,75,76,77,82,83,84,87,104,301,302,552,566,576,611,613,701,732,742,764,801,811,820,901,905,906,909,913,914,915,918,921,923,928,932,940,944,948,951,958,959,963,964,966,967,971,974,976,978,988,990,1011,1012,1013,1015,1016,1019,1020,1023,1024,1025,1311,1312,1313,1601,1602,1603,1604,1605,1606,1607,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1624,1625,1626,1627,1628
recipient_name,RecipientCode,Austria,Belgium,Denmark,France,Germany,Italy,Netherlands,Norway,Portugal,Sweden,Switzerland,United Kingdom,Finland,Iceland,Ireland,Luxembourg,Greece,Malta,Spain,Turkey,Slovenia,Croatia,Czech Republic,Slovak Republic,Liechtenstein,Bulgaria,Hungary,Poland,Romania,Estonia,Latvia,Lithuania,Russia,Nordic Development Fund,Canada,United States,Kuwait,Saudi Arabia,United Arab Emirates,Azerbaijan,Kazakhstan,Japan,Chinese Taipei,Korea,Thailand,Australia,Global Environment Facility,New Zealand,International Bank for Reconstruction and Development,International Development Association,Caribbean Development Bank,Inter-American Development Bank,African Development Bank,African Development Fund,Asian Development Bank,EU Institutions,Arab Fund (AFESD),UN Peacebuilding Fund,World Health Organisation,Food and Agriculture Organisation,International Labour Organisation,International Atomic Energy Agency,UNECE,OPEC Fund for International Development,IMF (Concessional Trust Funds),UNDP,UNICEF,UNRWA,WFP,UNHCR,UNAIDS,UNFPA,Islamic Development Bank,OSCE,IFAD,European Bank for Reconstruction and Development,Climate Investment Funds,Adaptation Fund,Council of Europe Development Bank,Development Bank of Latin America,Green Climate Fund,IDB Invest,Central Emergency Response Fund,World Tourism Organisation,Asian Infrastructure Investment Bank,Center of Excellence in Finance,Global Alliance for Vaccines and Immunization,Global Fund,Global Green Growth Institute,Bill & Melinda Gates Foundation,Dutch Postcode Lottery,Swedish Postcode Lottery,People's Postcode Lottery,MetLife Foundation,MasterCard Foundation,Grameen Crédit Agricole Foundation,Bernard van Leer Foundation,MAVA Foundation,Oak Foundation,H&M Foundation,C&A Foundation,Charity Projects Ltd (Comic Relief),Children's Investment Fund Foundation,Gatsby Charitable Foundation,Conrad N. Hilton Foundation,David & Lucile Packard Foundation,John D. & Catherine T. MacArthur Foundation,Carnegie Corporation of New York,Michael & Susan Dell Foundation,"Omidyar Network Fund, Inc.",William & Flora Hewlett Foundation,Arcus Foundation,Gordon and Betty Moore Foundation,Ford Foundation,Wellcome Trust
Myanmar,635,0.31905871,0.1127268,41.2442459,5.373657145,47.8318514,7.17950347,3.79184715,32.35272012,,37.12963667,42.81542149,155.7065561,11.89974574,,2.8687871,3.81367684,,,0.00232556,4.02,,,0.87850581,,,,0.0244194,1.081201,,,,0.0341337,0.168465,,19.25545707,183.65703,,0.50054,0.036,,,379.0661931,,159.041906,8.06851,69.28218035,3.78042657,8.95907565,,220.5485612,,,,,67.60669433,77.68838038,,1.297833,2.78302718,,1.62599,0.464243,,0.4,,6.45401367,15.05,,0.16074,,0.7492,2.05103121,0.341,,2.62547,,,,,,,,6.526844,,,,22.90877,105.50419,0.498753,7.483021372,,1.404,,0.25,,5.64396,,,1.45,1.85609,0.2026619,0.7485,,,0.25,0.0383333,,,,0.563422,0.0296667,,,0.0075,
Namibia,275,0.01282832,0.0150006,0.0501378,33.68685082,53.46682415,0.04693771,,0.7613483,0.38089536,1.001262,0.23349124,0.81248016,2.39527643,,,,,,0.2614286,0.64,,0.00748301,0.0600694,,,,0.09339224,0.00423359,,,,,1.5,,0.215588415,58.64688,,,,,,3.770429984,,0.11441,0.0014041,0.52387112,2.54933653,0.0333949,,,,,379.44237,,,5.42472877,,,1.31071857,,0.51178,0.354199,,,,0.73677452,1.491,,,,0.6008,0.7167119,,,,,,4.12323,,,,,,,,,,47.74123,,,,,,,,,,0.223418,,,,0.210457,,,,,,,,,,0.0166,,,
Nauru,845,,,0.0112091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0101213,,,,,,,0.437219462,,0.135638,,21.35201163,,1.6143255,,,,,,,1.733989,0.2745462,,,0.07204796,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,660,2.177493205,0.5251469,25.6141143,1.79341218,44.64344666,2.830157217,0.03583,32.57947952,0.00452711,1.8306034,39.30741188,134.1655377,22.75974399,,0.47967755,2.98271872,,,0.060357627,0.322123,,,0.19477733,,,,0.020646472,0.41264012,0.00359859,,,,0.245226,0.755811,12.67710916,189.08647,0.2950385,,1.848,,,105.9141545,,17.113521,0.190744,19.32403828,1.9220993,0.7481888,,296.3943932,,,,,279.0861706,94.87949371,,0.035295,2.59899996,,1.04337,0.393496,,16.29105,,6.50444101,8.083,,4.57451,5.10203,0.3754,2.44846544,0.10053,,11.19164,,11.116458,,,,,,4.787879,,,,10.70994,23.67829,0.606437,3.189648022,,0.561601,,,,,,,0.4,,,0.22109619,,,,0.8625,,,,,0.325,,,0.325,0.3992936
Nicaragua,364,1.77794436,2.4206426,1.96108,11.26143306,11.47563191,3.13876153,0.137562,6.0805815,0.012896,1.8705598,22.01410214,0.33668098,0.469969233,,1.30513757,11.24952841,,,14.75250693,,,,0.00855226,,,,,0.008,,,,,14.0084,2.11571,8.272301604,51.17153,,0.76436,,,,15.3145879,,36.604148,0.0224039,0.020721881,1.35482,,,74.78818814,,286.62352,,,,23.52857289,,,1.463555805,,0.25861,0.568076,,31.33346,,,1.282,,1.22856,,0.0015,0.80599936,,,10.21211,,,,,,,24.65941,,,,,1.81609,9.11287,,0.444921272,,,,,,,,,,,,,,,,,,,,,,0,,0.44,
Niger,260,0.6605642,20.6172234,9.731101172,76.03081242,38.31753275,79.17018025,2.81817,19.54677827,0.0678041,6.387971,34.07761247,0.1825916,,,2.8596117,30.0451505,,,14.80359643,9.59,,,,,,,0.001438273,,,,,,,,13.351658,77.221,0.51917,0.2277,2.166,,,14.54906754,,0.858235,0.009345,0.042363331,1.36089771,,,318.2041955,,,0.01819,28.65761,,241.3419094,,6.526575,1.61700244,,0.2637,0.488321,,13.37163,39.1,7.3141392,27.158,,6.09974,,0.3566,2.95520911,19.63462,,15.225053,,16.429473,,,,,,10.058846,,,,26.39596,38.15187,,7.92993118,,,,,0.20902,,,,,,,0.1168993,,,1.9727,,,,,,1.0875,,,,
Nigeria,261,0.90277142,11.5351685,5.6832656,78.62276996,290.3852997,3.99473615,20.31058072,34.3908878,0.00659678,33.5733422,16.08655821,421.7901124,2.5052977,,4.153299811,0.6521416,,0.0229275,1.969034496,1.1,,,0.2725175,,,,1.3672408,0.1894417,0.0835191,0.0450907,,0.02424759,,,56.46960545,748.13936,,0.45539,0.269,,,23.05544396,,19.568133,0.0890903,8.780929766,2.2422424,1.9219833,120.29688,820.6080727,,,1082.25872,48.68266,,345.311355,,,4.5121563,,0.6673,0.46971,,,,5.25682558,55.187,,18.5135,,2.2248,6.10219398,78.20759,,34.36207,,0,,,,,,31.886636,,,,121.98061,287.36005,,154.4469526,,,,,2.78959,,,,,,,0.314027849,13.794906,,0.189,,14.662538,,,1.165724,0.334,0.135521,,7.8596378,
Niue,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0147788,,,,,,,0.098695812,,0.003725,,1.75488673,0.393667,11.9568045,,,,,,,,0.42598341,,,0.05420914,,,,,,,0.0695763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North & Central America, regional",389,12.6628591,,0.58042479,1.074230947,58.67890502,0.3464743,0.413974,3.0535255,0.0137696,4.42640736,5.285053208,19.92417484,0.9480351,,0.405139,0.338181,,,28.46112219,3.54808,,,,,,,,,,,,,,11.2727,2.573689886,197.6558,,,3,,,,,0.282,,,8.383898,,,,,54.767452,,,,27.05688013,,,0.05384625,,4.26773,,,0.1,,0.00086057,,,,,,5.44603768,,,,,,,,,,15.5023,,0.443918,,,,,,20.2734275,,,,0.140361,,,,,,,,,,,,0.34999973,0.125,,,,,0.215,,1.3809,0.2191009
North Macedonia,66,2.272371335,0.00267275,0.03635118,1.805997876,9.34745656,0.03544699,0.3224518,1.8806769,0.01739041,0.264865811,20.85544101,2.5193954,0.100055,,,0.1503315,0.0567016,,0.031863245,13.16,3.535986296,0.00158541,1.45594732,0.2194,,0.07,0.144228679,0.06557355,0.19299715,,,0.00257017,,,0.0105829,24.9408,,,,,0.0563634,0.81236637,,,,0.00266687,0.180623,,23.02737878,0,,,,,,126.6523348,,,0.77794533,,0.17646,0.325995,,,,0.32923135,1.029,,,1.36451,,0.30225099,,6.60009,,56.6985142,,,29.4916,,,,,,,,,0.80728,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North of Sahara, regional",189,3.38181,,9.614755,4.2907061,79.47716751,8.598725816,0.641986,4.7666046,0.9361124,1.8265899,2.728807595,4.716042,1.550005,,,0.0901815,,,2.43398822,0.092813,,,,,,0.56,,0.0246077,1.75192E-05,,,,,,0.10887664,2.71138,,,,,,0.22957428,,,,,,,,,,,0.54255,,,27.3422319,,,,,1.58928,,,,,,,,,,1.0074,,,,,,,,,,,,,,,,,,,0.054325,,,,,,,,7.48330385,,,,0.643832,,,,,,,,,,0.04624,,1.0768712,
"Oceania, regional",889,0.0112727,,,13.41875261,11.7000092,1.82839,,,,1.1150111,,4.361087,,,,,,,,0.734139,,,,,,,,,,,,,,,9.07754274,8.04362,,,0.23,,,137.0162283,,21.204485,,105.9978776,,76.92771711,,2.1351112,,,,,,26.3559186,,,2.6648957,,7.98582,,,,,,7.528,,,,,,,,,,1.5170915,,,,,,,,,,,3.45132,0.068951,,,,,,,,,,,,,,,,,0.375,0.475,,,,,,,,
Pakistan,665,2.2310508,0.00209108,2.868509064,137.7370942,214.1191135,19.04040792,4.3115699,10.57261981,0.0148427,9.01966911,18.59503716,518.4156622,0.24810237,,1.01678564,0.28745,,0.00179116,1.8419086,10.90153,,,0.0251764,,,,0.39335021,0.0710919,0.0285987,,,,,,23.5009152,538.11579,13.083097,2.51341,34.256,,,168.2750634,,3.266449,0.128507,42.24262205,4.55039183,,197.8962281,722.5713361,,,,,1355.644877,133.4466228,,,2.15288931,,1.41904,1.01782,,46.95601,,3.60443122,31.961,,3.07241,6.03813,0.6039,3.79871424,187.37372,,11.7357,,,,,,,,,,24.01432,,123.64461,98.855409,,133.9546596,,,,,,,,,,0.351,,,,,,0.0875,,,,,,,,,0.579448
Palau,861,,0.146545,,,0.0142621,,,,,,,,,,,,,,,,,,0.0128285,,,,,,,,,,0.0131346,,0.0101213,2.91524,,,0.5,,,12.9743696,,0.015838,0.0198493,1.486168007,,0.193264,,,,,,,14.003975,0.132567,,,0.0864314,,,0.0400068,,,,0.02136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,,,,,,,,,
Panama,366,0.0398814,,0.336423,33.01853889,1.39555284,,,,,0.029601,0.14775,1.355014385,,,,,,,0.627005512,0.000192,,,0.05586211,,,,0.000433553,,,,,,,,0.500022289,17.47845,,,0.057,,,6.450672478,,129.135221,0.0189762,0.112215457,2.725524,,312.689895,,,383.293623,,,,5.10621967,,,0.42511195,,0.25148,0.375572,,3.96985,,0.10967066,0.874,,0.3573,10.8837,,0.38865008,,,,,,5.53146,,,,28.36527,,,,,,1.9168,,0.35525,,,,,,,,,,,,,,,,0.498,,,,,,,,0.44,
Papua New Guinea,862,0.426858103,0.00404802,,0.010517407,1.40982652,0.4579723,,1.11437,,,,0.89810951,,,,,,,0.0281817,0.0157597,,,0.0104672,,,,,0.03818269,,,,,,,0.03681184,10.98331,,,0.004,,,37.37329998,,0.295985,0.0359966,400.795647,5.0582651,22.5451037,0,20.1987861,,,,,102.9888018,13.2788162,,3.512889,2.06921645,,0.22639,0.236794,,,,1.22290134,1.998,,,,0.2375,1.57617614,,,4.57814,,0.600019,,,,,,,,,,3.70592,21.76579,,0.635918372,,,,,,,,,,,,,,,,0.043,0.05,,,,,,,,0.1463587
Paraguay,451,0.23008353,0.0109447,0.120257,29.68118878,5.3521672,0.450788824,0.0281817,0.707886,0.00270544,1.31970144,0.64728164,0.390222935,,,,0.1136288,,,10.89863011,0.0352417,,0.00089085,0.02956184,,,,,,0.000406149,,,,,,0.686117333,22.36277,,,,,,23.28541489,,12.345398,0.0052389,0.0496513,2.48993013,0.0660793,77.93646276,,,224.21632,,,,53.8922145,,,0.659571615,,1.15866,0.23561,,21.01241,,0.34704983,0.847,,,,0.015,0.64424317,,,2.03491,,,0.9615907,,,,9.44,,,,,,3.862019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,454,0.713638739,14.59172091,0.9719081,13.57580849,146.4639548,2.88872914,0.0364108,10.7530968,0.02169429,1.8045273,26.40872818,4.53644906,0.516943694,,0.46778966,1.25625381,0.0121745,0.0413966,21.16687633,0.344483,,0.0102523,0.19521127,0.10701,,,0.08663054,0.0169344,0.00751006,,,,0.4,,23.94825041,105.3691,,,3.41,,,37.23039246,,13.018849,0.0879429,0.34964372,4.84950174,0.802899,75.31857768,,,147.360807,,,,116.9646172,,,1.008265105,,0.45983,0.437121,,,,0.65226313,1.066,,,,0.5686,0.95593074,,,3.5621,,2.08682,0.9232555,,,,24.7,5.167964,,,,,4.24473,0.598129,1.037692,,,,,,,1.62625105,,,0.1,,,0.0386005,,,,1.2574167,,,0.25,0.25,,9.675,2.382,
Philippines,755,3.63719519,3.8657047,1.52481,5.12784166,41.7101824,4.53207937,0.57423564,2.939921937,,7.1070538,1.57322378,9.66527575,0.64588905,,0.1895814,1.6836924,,0.00770946,6.969321386,1.48619,,,0.10477764,0.00786,,,0.03518402,0.00423359,,,,,,,10.6856685,157.83153,,0.18806,0.809,,,352.2959438,,70.535862,0.306298,57.15275645,7.32931817,2.2694333,646.62402,0,,,,,499.3454959,28.2792255,,0.964738,1.39472168,,1.69594,0.482832,,0.30163,,0.71389494,2.982,,1.31238,2.40882,0.1914,2.40407655,0.1,,14.03798,,,,,,,,2.477274,,0,,,53.10482,1.659636,6.47905974,,,,,,,,,,,,,,,0.075,0.0383333,,,,,0.25,0.13575,,0.0075,
Rwanda,266,0.366770504,40.62240295,4.17062,3.65408481,45.23938833,1.05843141,48.06888021,3.150032049,,31.20495751,5.321719007,76.57652677,0.09896961,,2.34046353,0.23019155,,,0.52748213,1.34169,0.0281817,,,0.04038,,,0.00260132,0.02649719,0.00862552,,,,,0.856768,6.275380397,177.3585,3.10588,,1.65,,,43.32495266,,16.522216,0.038386,9.44405328,0.16577186,0.0738951,,296.1156294,,,8.55057,47.30921,,149.2768545,,,1.15767263,,0.39989,0.241314,,0.66648,74.966,4.99906917,7.775,,4.53499,16.4812,0.4612,1.5322135,0.20123,,20.9576534,,0,,,,,,,,,,16.02238,84.69059,1.633318,9.39557825,,,,,17.56015,,,,,,,0.617245621,,0.364409,0.25,0.988783,0.335,,,,0.0296667,0.09,,,
Saint Helena,276,,,,,,,,,,,,65.30561799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1530493,,,0.180751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,383,,,,0.63019081,0.01778263,,,,,,,0.15387793,,,,,,,,,,,,,,,,,,,,,,,0.27733383,0.02516,,,,,,4.194843574,,0.019337,0.0092152,0.107908637,,0.1520533,0,4.9027836,,,,,,8.42780597,,,0.01999962,,0.09424,,,,,0.07126879,,,,,,,,,,,2.76318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,384,0.0637455,,,0.010517407,0.01298087,,,,,,,0.210039915,,,,,,,,,,,,,,,0.000433553,,,,,,,,0.00389522,0.0632,0.129718,,0.998,,,2.228499858,,0.038137,0.0379878,2.115447907,0.58775741,0.1037374,0,0.8638,,,,,,3.09661797,,,0.01949188,,0.08444,,,,,0.071438,,,,,,,,,,,4.39418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,880,,,,0,,,,,,,,0.22666706,,,,,,,,,,,,,,,,,,,,,,,0.0147788,1.24039,,,,,,29.48051017,,0.129016,0.0675662,32.3978797,6.33303183,15.49453532,,27.0255638,,,,,20.8298649,8.12347442,,,1.01203393,,0.24483,,,0.70625,,0.66833169,,,,,,,,,,,1.935189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,268,,,,0.54594948,0.0304363,,,,12.23142332,,,0.1320731,0.00378762,,,,,,0,0.0630389,,,,,,,,,,,,,,,0.182928,0.04956,,,,,,2.538047422,,,,0.001831558,1.841649,,,1.79234077,,,,4.02629,,7.7127638,,,0.78426515,,0.24791,,,2.11119,1.75891,0.6402205,0.962,,0.17816,,,0.37503046,,,1.6645023,,,,,,,,,,,,1.58094,3.755599,,0.006896372,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,269,1.63275311,14.9212993,0.294465,186.4716515,18.23913614,22.05149825,0.57023775,0.2426498,0.42562638,1.7275262,3.472556583,1.8847656,0.60067364,,0.7466572,16.03978225,,,15.7604015,1.18263,,,0.15105915,,,,0.00346843,0.13824565,0.0377227,,,,,1.0206179,42.04612748,196.17613,9.41421,0.2277,3.627,,,105.0618341,,23.313483,0.0903736,0.089753977,1.53462301,0.0270001,,241.4714992,,,67.53621,27.28948,,51.67672297,,,1.30655149,,1.08729,0.328982,,50.79106,,6.46227416,5.034,,1.4162,,0.1137,1.81942933,179.08757,,12.8397,,,0.52,,,,,,,,,12.52615,20.51204,1.06475,13.94464048,,1.404,,,9.79764,0.4201144,,3.7404616,0.25,,,0.5119342,,,,,,,,,4.1212113,,,0.4125,0.274271
Serbia,63,12.1053147,0.0458375,0.108439433,5.008784264,214.0235598,0.5613813,0.1127269,3.63382157,0.029210939,14.4583547,25.6459185,3.07815337,0.00225454,,0.0574907,0.1003033,0.212606295,,0.864189257,6.467,3.004429938,0.04914764,2.31908873,1.13769,,0.4,2.330126644,0.102023966,1.627751882,,,0.000732725,6.8675,,0.0291971,16.96374,0.461513,,1203.658,,,34.93479069,,1.75751,,0.026959938,1.52419,,400.2858258,0,,,,,,549.9117141,,,0.51388313,,0.07826,,,,,0.282071,0.977,,,5.72549,,0.6371833,,6.397993,,181.5700591,,,42.1506239,,,,,,,0.049318,,,,,,,,,,,,,0.6677526,,,,,,,,,,,,,0.04,,,
Seychelles,270,,0.00676361,,2.29919812,0.0212508,0.0101082,,,,0.013689,,0.43560691,,,,,,,0,0.0136,,,,,,,0.00260132,,,,,,,,0.158499,,,,5.83,,,5.486307928,,,0.034796,1.277446589,0.00278549,,0,,,,1.51839,,,4.4337063,,,0.4988847,,0.21969,0.25899,,7.62773,,0.0815425,,,,,0.0021,,,,0.475573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,272,0.058829498,0.00618532,2.35362,0.4226912,17.22199421,0.94516671,0.00637763,2.28762065,0.0494736,0.7050292,0.433837698,152.5721216,0.585169657,,13.79527933,,,0.0281817,0.94056319,0.641834,,,0.00855231,,,,0.007720163,,,0.0338181,,0.0112727,,,1.39416711,83.06683,7.0732587,,0.542,,,10.64762785,,4.929193,0.0997923,1.978411477,2.2779641,0.0838425,,67.8995371,,,0.00421,12.45303,,51.44110468,,1.427987,1.2977224,,0.44922,0.183486,,5.89433,54.3047,5.76728252,9.092,,,,0.5337,1.45877189,17.19868,,5.333612,,,,,,,,,,,,7.19993,41.93496,,4.6718361,,,,,,,,,,,,2.67094448,,,0.175,,,,,,,0.08,,,0.124069
Solomon Islands,866,,,,0.005258704,0.39973923,,,,,,,0.330077,,,,,,,,,,,,,,,,,,,,,,,0.0271641,0.66619,,,,,,12.68663357,,4.446771,0.014401,119.7489606,2.472533,18.57539231,,4.17514746,,,,,11.03683602,9.5812321,,1.911735,1.25368754,,0.20688,,,,,0.63822992,,,,,,,,,3.19248,,,0.813748,,,,,,,,,0.88626,2.10396,,0.05582774,,,,,,,,,,,,0.1505524,,,,0.04125,0.25,,,,,,,,
Somalia,273,1.23535416,4.71685304,56.89391105,3.7308804,222.8587625,14.1868047,15.7798749,66.1065439,0.13358019,85.00104968,19.85227743,363.4431806,15.22298921,0.3479065,7.1215999,2.3814084,,0.189494,0.94796135,60.6449,0.0338181,,,,,,0.178545107,,0.06361322,0.0281817,,0.0112727,1,,26.7200587,332.39861,2.745142,12.49243,17.022,,,21.49081129,,1,,14.34158749,2.3496853,1.549671,,,,,0.03253,6.05242,,260.8289757,0.982364,7.391186,3.6850357,,0.23249,,,0.39,,9.404174,19.503,,12.18151,1.77446,0.0988,2.72406671,8.65895,,,,,,,,,,32.992827,,,,6.25327,37.16124,,3.604961972,,,,,,,,,,,0.101493,0.1378434,,,,,,,,,,,,,
"South & Central Asia, regional",689,1.0219368,,0.261784,0.09469054,,0.1409086,,0.943369453,,,5.32333297,81.8259195,0.7432272,,,1.4875059,,,,0.834559,,,,,,,,0.01519249,,,,,,,0.559439249,44.318,,,,,,,,,,13.0737618,,,,,,,,,,4.08847521,,,,,5.62104,,,0.3,,,,,,,,-0.00024416,,,,,,,,,,,,,,,,,,24.8087242,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,218,0.47757247,11.62505213,6.1916236,114.7059403,134.582787,0.51677072,0.92894248,7.60278048,1.36212434,4.5946653,14.70009777,24.67833535,1.55924601,0.0374929,4.62351151,0.36786613,0.0494555,,0.160029857,0.0518851,,,0.02319812,,,,0.0437889,0.00893481,,,,0.004058164,,,5.306028613,599.64908,,,0.516,,,11.94275344,,0.448794,,2.674274528,5.43860547,0.1904217,188.68498,,,,549.9617,,,132.6618809,,,1.91863099,,1.60932,0.59681,,,,0.66995609,1.177,,0.26206,15.4183,1.6511,1.01631793,0.22026,,,,,,,,,,,,,,,81.18938,,25.37585851,2.135044,1.521002,,,9.46462,,,0.223418,2.1075416,0.5265,,2.541827956,,,,0.0485714,0.05,,10.1860251,4.976707,0.3136667,0.338042,,16.2378712,1.8782678
"South America, regional",489,0.6137674,0.451569,,6.277842838,91.82432406,0.79084074,1.48006,1.4038097,0.00678841,5.1706836,3.54377788,144.6969179,0.46623472,,0.011859,0.125399,,,1.00854272,0.588758,,,,,,,,,,,,,,,15.18300486,7.12497,,,,,0.1,,,0.206963,,0.0705035,0.08389,0.284923,,,,9.898203,,,,41.16060584,,,,,4.40731,,,0.2211,,,,,,,,,,,,,,1.5680401,,,,,,,,,,3.381169,,4.3204014,2.0629,,,0.115,,,,,1.5,,,,,,,0.54999973,0.2283,,,,,0.025,9.36113,1.1852,
"South Asia, regional",679,0.1269905,,0.909301,0.00538834,15.07673644,0.00608725,0.796719,1.73506522,,2.3823451,38.72663016,3.2009586,1.15125146,,,0.125052,,,0,0.40864,,,,,,,,0.1052443,,0.0563634,,0.0029309,,,1.095001026,2.77461,,,,,,2.0098209,,0.305138,,,,0.426318,,,,,,,,7.76919893,,,15.96260728,,,,,0.3,,,1.962,,,,,,,,,,,,,,,,,,,,,5.47115,,,,,,,,,,,0.154333,,,,0.2,,,0.5625,0.478333,0.657,,,2.5,0.033,,0.15,
"South of Sahara, regional",289,12.97261067,3.1080234,46.18965828,86.4736202,345.4858013,30.23094515,199.1156099,120.9482951,1.46953116,95.31306957,98.05916479,223.8249216,13.24249441,1.411714,0.97552875,2.9175243,,,3.95347461,0.538574,,0.227592,,,,,,,,,,,,20.854464,32.22346643,981.23572,,,,0.11576,,2.2811318,,4.388963,,13.6266332,,0.9727156,,45.583967,,,14.89426,,,418.0291857,,,,,2.02455,,,2.63518,,0.00442178,4.828,,,2.60382,1.8119,7.70059308,,,,,,4.660692,,,,,,,,,,,,252.2962387,4.114524,2.223001,1.5773894,,100.19241,,0.0574648,8.763733,2.57812,,,8.97738703,21.7643339,4.92274,8.035,0.83125,2.834833,18.499,,1.664058,17.8771477,2.0855655,,10.478281,51.54841034
South Sudan,279,3.3261696,10.6803403,38.68949627,3.59850313,151.5462238,8.910807938,55.20936696,73.03968658,,37.75394072,24.80191657,217.678154,6.0404002,,12.05491334,2.395914,,,1.06936529,1.26972,0.0338181,,0.4001178,1.2731005,,,0.31317402,,,,,0.0112727,,,109.9350802,887.07615,0,,0.231,,,42.22072343,,4.205401,0.0846745,24.89795989,0.23505,3.56331,,61.4555604,,,,20.16723,,240.4055486,,0.119968,4.25955974,,0.12052,,,,,4.29081573,11.002,,9.45655,56.6773,0.6919,2.60824693,,,,,,,,,,,15.52458,,,,13.11311,48.14496,,3.742784372,,,,,,,,,,,,0.3772949,,,,,,,,,,,,,
Sri Lanka,640,3.21973591,0.8174689,0.786763,36.21700246,20.21076191,2.7601969,0.15553627,8.46915862,,2.6032456,3.275310093,7.317822395,0.61223223,,0.0131518,0.306868296,,,0.07409629,0.357583,0.0338181,,0.16989445,,,,1.15660339,,0.00958225,,,0.0112727,,,6.15954572,33.83267,10.354665,0.34155,0.738,,,224.0176201,,19.454408,0.288748,22.76585747,2.7954171,1.2398746,11.62534,199.7398929,,,,,389.7837273,36.27246521,,1.900262,1.98701552,,0.79331,0.477173,,21.28152,,0.72082242,1.87,,,3.31218,,0.6486197,1.20056,,12.324,,,,,,,,7.196276,,,,1.8128,7.93261,,0.506896372,,,,,,2.14181,,,,,0.52317,0.0842382,,,,,0.05,,,,,,,0.24,0.5711
States Ex-Yugoslavia unspecified,88,2.5207522,,,0.0202908,,0.0176136,,0.698585,0.184586,,,0.27044,,,,,,,,,0.5915545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36610281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,278,0.36270181,0.23543604,6.185037,4.18658029,46.85664172,21.97995629,4.2447455,13.1611487,,26.18905462,9.537489314,81.15277789,0.4279904,,6.48384615,0.17247,0.00701161,0.0072799,0.09964205,6.97615,,,0.0304607,,,,0.037299762,0.00846718,0.0240176,0.0281817,,,1,,11.48658538,118.25699,53.5707816,1.12501,132.625,,,23.6764997,,5.002739,0.0513707,0.02300559,1.9336295,,,,,,0.08205,9.42286,,112.7711883,57.033208,,1.85948752,,0.24741,0.344809,,0.05409,,2.47500193,15.261,,,3.46787,0.294,3.49407148,38.29465,,13.1877432,,,,,,,,29.626567,,,,28.41666,24.24738,,0.486181372,,,,,,,,,,,,0.1710788,,,,,,,,,,,,,
Suriname,457,0.0789088,1.510251,1.35175,3.30844446,0.0629336,,0.75036279,,,,,0.0288235,0.000466689,,,,,,,0.03,,,,,,,,,,,,,,,0.335460128,,,,,,,0.109294514,,0.108948,0.0186635,0.278167207,0.5229672,0.00639477,,,6.01645,19.154572,,,,9.830329587,,,0.51995819,,0.11829,,,0.59618,,0.10387363,,,,,,,1.14512,,,,,,,,,,,,,,,2.45903,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,
Syrian Arab Republic,573,7.49766374,10.2783249,55.04551883,27.95022983,879.7869441,15.09045467,32.81534502,129.556204,12.20796756,57.69211941,34.44901583,410.6351109,10.4620674,1.212937,3.500761,6.23799406,0.352249289,0.349423,62.02935285,7246.78,0.0450907,,2.3679936,1.01621,,0.11,0.4141857,5.06100884,0.461307,0.1803629,0.112727,0.040164579,20.5262,,107.9091562,631.43598,,12.74324,100.374,,,54.94900412,,14.444524,,11.8511525,,3.3608121,,,,,,,,354.2220473,,,2.13850275,,0.24912,0.218048,,0.59542,,0.35787121,2.749,39.9713,7.5217,6.33349,,1.21762621,,,,,,,,,,,,,,,,,,1.7755506,,,,,,,0.334231,,2,,0.110225,,,,,,0,0.8375,,,,0.05,,,
