,,1,2,3,4,5,6,7,8,9,10,11,12,18,20,21,22,30,40,45,50,55,61,62,68,69,70,72,75,76,77,82,83,84,87,104,301,302,546,552,561,566,576,611,613,701,732,742,764,801,811,820,901,903,905,906,909,913,914,915,918,921,923,928,932,940,944,951,953,958,959,963,964,966,967,971,974,976,978,988,990,1011,1012,1013,1015,1016,1019,1020,1023,1024,1025,1037,1038,1311,1312,1313,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,(blank)
RecipientName,RecipientCode,Austria,Belgium,Denmark,France,Germany,Italy,Netherlands,Norway,Portugal,Sweden,Switzerland,United Kingdom,Finland,Iceland,Ireland,Luxembourg,Cyprus,Greece,Malta,Spain,Turkey,Slovenia,Croatia,Czech Republic,Slovak Republic,Liechtenstein,Bulgaria,Hungary,Poland,Romania,Estonia,Latvia,Lithuania,Russia,Nordic Development Fund,Canada,United States,Israel,Kuwait,Qatar,Saudi Arabia,United Arab Emirates,Azerbaijan,Kazakhstan,Japan,Chinese Taipei,Korea,Thailand,Australia,Global Environment Facility,New Zealand,International Bank for Reconstruction and Development,International Finance Corporation,International Development Association,Caribbean Development Bank,Inter-American Development Bank,African Development Bank,African Development Fund,Asian Development Bank,EU Institutions,Arab Fund (AFESD),UN Peacebuilding Fund,World Health Organisation,Food and Agriculture Organisation,International Labour Organisation,International Atomic Energy Agency,OPEC Fund for International Development,Arab Bank for Economic Development in Africa,IMF (Concessional Trust Funds),UNDP,UNICEF,UNRWA,WFP,UNHCR,UNAIDS,UNFPA,Islamic Development Bank,OSCE,IFAD,European Bank for Reconstruction and Development,Climate Investment Funds,Adaptation Fund,Council of Europe Development Bank,Development Bank of Latin America,Green Climate Fund,IDB Invest,Central Emergency Response Fund,World Tourism Organisation,Asian Infrastructure Investment Bank,Center of Excellence in Finance,International Investment Bank,UN Institute for Disarmament Research,Global Alliance for Vaccines and Immunization,Global Fund,Global Green Growth Institute,Bill & Melinda Gates Foundation,Dutch Postcode Lottery,Swedish Postcode Lottery,People's Postcode Lottery,MetLife Foundation,MasterCard Foundation,Grameen Crédit Agricole Foundation,IKEA Foundation,Bernard van Leer Foundation,MAVA Foundation,Oak Foundation,H&M Foundation,Laudes Foundation,Charity Projects Ltd (Comic Relief),Children's Investment Fund Foundation,Gatsby Charitable Foundation,Conrad N. Hilton Foundation,John D. & Catherine T. MacArthur Foundation,Carnegie Corporation of New York,Michael & Susan Dell Foundation,"Omidyar Network Fund, Inc.",Rockefeller Foundation,William & Flora Hewlett Foundation,Arcus Foundation,Gordon and Betty Moore Foundation,Ford Foundation,Wellcome Trust,World Diabetes Foundation,McKnight Foundation,Citi Foundation,LEGO Foundation,Norwegian Postcode Lottery,BBVA Microfinance Foundation,Jacobs Foundation,Arcadia Fund,Margaret A. Cargill Foundation,La Caixa Banking Foundation,
Malaysia,751,0.12914491,,0.00599937,4.370012346,14.69344882,0.037270995,,0.0892188,0.05195226,0.426619745,0.045707391,14.93485717,,,,,,0.000442952,,0.037066018,0.8657182,0.00131535,,0.0293852,,,,0.2164416,0.454226,,,,0.002996192,,,0.350156055,10.347987,,,0.032627,4.152607,0.74979951,,,41.68335971,,7.742728,0.110204,3.759123876,1.6466116,0.2671024,,,,,,,,0,2.7484168,,,0.85748964,0.03533459,1.31392,0.510181,,,,0.22161,4.873,,,8.3133264,,0.569096366,,,,,,,,,,,,,,,,,,0.796576,,,,,,0.0395,,,,,,,0.0881284,0.179474,,,,,,,,,,,0.067393,,,0.0964421,0.236834,,0.34,,,,,,,,
Maldives,655,0.01809558,,,0.07052503,0.3444476,0.563497,,,,0.0163919,,0.810610465,,,,,,0.00247173,,0.000259778,0.0307262,,,,0.00336,,,,,,,,0.0015314,,,0.09369339,1.529974,,10.07377,,17.209297,13.8926747,,,14.68017504,,0.22054,0.139363,1.527942655,,0.0123156,,,28.901858,,,,,13.31447827,0.21018696,,,2.740796047,0.07335654,0.01034,,88.37266,,,0.40285,1.918,,,,,0.401579636,4.71958,,0.0737412,,1.16491,,,,0.101455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,255,1.79582836,17.3973381,54.60208052,113.0496934,107.4774531,4.317260244,40.80598993,29.6315196,0.241502072,45.38633956,37.86644555,12.5422125,0.20773566,,1.48516884,24.646678,,,,20.75247442,2.4622931,,,1.5634332,,,,0.01138918,0.0333377,0.00473696,0.1052278,,0.1279991,1.5,,72.19900573,223.011724,,0,0.02,5.34347,254.470107,,,8.590491433,,3.182685,0.0145216,3.6221004,4.864371,,,,415.013614,,,0,36.07209626,,207.368813,,5.260708,2.355742515,0.5113225,0.32797,0.370286,4.690892,,,7.77518,68.841,,5.22501,2.1961268,0.88928572,3.350253541,26.977656,,17.62197,,,1.20148,,,0.2215,,6.000088,,,,,,27.658112,43.34087,,13.5316542,1.6802862,0.3595639,,,0.508131,,,,,,0.52877,,0.03855082,,,2.062445,,,,,1.58239,0.3475,,,0.01,,,0.2816667,,,,,,,0.297224,,
Marshall Islands,859,,,,0.00447778,0.8205269,,,,,,0.1764415,0.105963,,,,,,,,,,,,,,,,,,,,,,,,0.0679483,42.084932,,,,,,,,10.4096599,,34.118931,,2.054915151,,0.6982478,,,5.8451146,,,,,2.503564,3.561715,,,0.23610773,0.11187585,0.26051,0.1011816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,256,,0.149972,0.00123328,38.30964786,21.91908016,0.07198372,0.00781124,,,1.4424281,0.049490898,0.0332001,,,0.40220206,0.000897336,,,,6.934459234,0.5677258,,,0.218044,,,,0.000409461,,,,,,,,0.87050886,17.916819,0.00252,12.4755848,0.0501918,31.319717,1.035712,,,9.121323148,,0.206039,,,0.6874173,,,,95.38135601,,,9.99465,6.187491,,85.40812313,162.8091856,1.051551,0.794529953,0.53130116,1.4267,0.473743,7.052601,,,1.72931,17.53,,0.78616,7.24729,0.16307208,1.639971599,8.60206,,2.99537,,,,,,,,,,,,,,4.7957144,1.553985,,0.4457699,,,,,,,,,0.776917,,,,0.00148449,,,,,,,,0.01875,,,,,,,,,,,,,,,,
Mauritius,257,0.0308094,,0.0036862,21.63359423,1.82117625,0.20304041,,,,0.00359564,0.0132502,2.77749904,7.46224,,,,,,,0.002015,0.077264,,0.00479,,0,,,,,0.0061302,,,,,,0.40659686,0.055891,0.012,,,19.635533,0.06876889,,,4.102435695,,0.573147,0.0828781,0.496927434,1.52611063,0.0482857,0,,0,,,102.242512,0,,14.74459,,,0.673078674,0.6110739,0.6643,0.338706,0.80466,,,0.5985,,,,,,0.119903626,,,0,,,4.191862,,,4.34506,,,,,,,,,0.36306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Melanesia, regional",1033,,,,,2.200629,,,,,,,1.37524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2921703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079354,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Mexico,358,3.44649435,0.05381292,0.581905,102.5105475,421.9873848,8.380118296,0.147122,,0.212171118,0.281420512,1.58408577,31.60213231,0.206828,,0.33552758,,,0.000464502,0.00521102,3.155701086,1.5705864,,,0.051092956,0.08396,,,0.8064808,0.31165506,0.0127528,,0.0206202,0.001511251,,,12.39477612,170.017628,2.05472,,,0.04,0.03338357,,,8.71841123,,2.286811,0.0598778,0.435609036,6.8597494,0.1088688,552.0997729,,,,1621.699683,,,,93.11619726,,,1.367129623,0.29950728,2.88837,0.505004,,,,0.36,9.792,,,2.09264,,1.971732202,,,6.61361,,1.6714266,,,,0.232331,,,,,,,,,,0.22271239,1.0225357,,0.195116,,4.608219,,,0.179111,,,6.5022,,2.80709685,,2.63,,0.325,3.76883116,,,,,3.8543,0.41,,8.3951581,0.0325179,,,1.75,1.2790098,,,,,,,
Micronesia,860,,,,,,0.2833703,,,,,,0.179328,,,,,,,,,,,,,,,,,,,,,,,,0.0679483,57.779732,,,,,,,,11.40704138,,0.565684,,4.417890576,,1.036495,,,18.011484,,,,,0.4803443,0,,,0.46785011,0.2936277,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,
"Middle Africa, regional",1028,,,,1.23775875,4.9601859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,0.55,0.1838703,,0.0075,,,,,,,,,,,0.656236,
"Middle East, regional",589,4.7742314,,40.54406186,0.822725759,193.9596981,3.6236539,7.629953,58.1202617,,59.31762146,5.45296656,49.64688483,3.3633965,,0.5992257,2.81996808,0.251875,,,0.328876,367.9125229,,1.30946,0.33335431,,,,,,,0.529497,,0.00304848,,,22.13804181,11.089997,,,3.33333,,,,,32.35082541,,1.6535,,10.4017666,,,,,,,,,,,58.0079637,6.96052717,,26.45719045,1.95714537,3.146716,,,,,2.07744,88.234,,,4.88471,1.02298081,5.935914314,,,,,,,,,0.9065,,,0.241688,,,,,,24.431768,,10.9538316,1.455273,0.302457,,0.127566,,,0.1135434,,0.4981545,,,,0.4433425,,,,,2.125,,0.05,,,,,4.93423122,0.0377425,,,0.7575,,,,,1.33476,,1.312474,
Moldova,93,4.375110098,0.0040412,0.107762,2.601409298,13.95973692,0.37853909,0.27735133,2.0033292,0.000821672,16.36959441,15.97960495,1.21706433,0.37449422,,,0.109126,,0.0190306,,0.167902504,6.8583539,0.04136863,,4.53034593,0.99628,,0.27,0.5495699,2.766012848,42.07379787,1.43960546,0.09632821,0.202563951,0.158889,,0.1190656,39.113903,0.79764,,0.0119595,0.0133333,,,,0.956831419,,0.432926,0.00484376,,0.37515,,8.830591,,14.98471594,,,,,,177.7539238,,,0.66030056,0.53777702,1.06673,0.933497,,,2.62911,0.34043,2.252,,,0.35239498,0.08597926,1.037531669,,2.07935,4.87784,55.42061,,0,2.1247083,,0.087,,,,,0.06436806,,,0.509009,6.70808,,,,,,,,0.556051,,,,2.40993,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,753,3.4228569,1.89759,0.221279,1.671209879,30.13240053,0.14019199,0.452655,0.1844931,,,14.96980356,2.46463381,0.299305,,,1.349169,,,,0.0666727,4.8719929,,0.01179,0.43649243,0.02456,,0.05,4.3492248,10.63720033,0.00982139,,0.00577633,0.025563628,2.066,,5.668922583,17.865511,0.03422,0,,0.0133333,2.0317321,,0.0461664,114.8825442,,57.230963,0.0821358,6.186787389,1.0431684,0.386814,0.05,,25.6587448,,,,,299.007989,19.5526247,,,1.99031834,0.53661578,1.26248,0.267074,0,,,0.481,5.232,,,,,1.215960348,,,1.45125,79.9946288,0.252018,,,,3.6897674,,,,,,22.824857,,0.239175,3.010721,0.4792345,0.2126385,,,,,,,,,,,,,,,,,,,,,,0.0295556,,,,,,,,,,,,,,,
Montenegro,65,1.20874647,0.00765029,,0.75246575,14.62324543,0.08439125,,2.302066,,0.186930282,0.0248179,4.863821,,,,0.0845076,,0.03100413,,0,1.7791783,1.724270587,0.00265763,1.57846086,0.07268,,0.1,0.65339794,0.073410793,0.000401114,,,,0.00675,,0.0501104,1.701487,,,,0.173333,,,,0.237297247,,0.089853,0.0213132,0.00833585,0.21721119,,12.4785765,,0,,,,,,119.4987476,,0.662435,0.171124671,0.01590353,0.5143,0.01720885,,,,0.28431,1.688,,,1.7855424,,,,1.67167,1.344548,41.116217,,,14.65466,,0.1547,,,,,0.06436806,,,,0.262589,,,,,,,,1.11944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,385,,,,,,,,,,,,31.73749708,,,,,,,,,,,,,,,,,,,,,,,,0.0168998,,,,,,,,,,,,,,,,,,,,,,,,4.47778,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,136,0.59176313,15.66326376,3.9622548,460.1069782,254.0681792,8.841062429,1.20919317,1.1391157,0.338305882,0.191462782,5.469862814,20.94017171,0.16153849,,,0.0767958,,0.000580622,,45.45585294,0.8757768,0.0167917,,0.0153015,,,,2.184314596,0.250033,0.103754,,,0.000319042,,,7.413324038,63.426502,0.08927,0.930085,6.0348533,5.881421,40.2050862,,,32.71431457,,36.270929,0.0772733,0.0277756,1.0002815,,1140.93149,,0,,,606.8488546,0,,531.2134009,115.6940903,,1.499750191,0.3137469,0.65382,0.341977,26.325908,,,0.36691,8.817,,,3.93219,0.52426918,1.424950563,64.097026,,5.727295,265.682599,,1.80933,,,19.03059,,,,,,,,,7.356725,0.0247972,,,,,,0.756889,0,,,0.0098138,,,,,,,,,,,,,,,,0.2765545,,,,0.08,,,,,,,,
Mozambique,259,8.242228692,10.3081796,21.88538536,18.50980675,50.00293082,27.94389997,48.3289481,57.90128985,56.38494429,88.53641684,35.35693763,135.0692249,17.4644362,0.175033,29.6965462,0.55169909,,0.00429832,0.0223889,14.21775306,1.5405424,0.056226885,,0.2311266,,,,0.01482657,0.0166688,0.08958686,0.0335833,,,9.73823,3.69552,56.28696198,354.717383,0.02227,1.10147,0.651462,3.931663,6.28823748,,,92.72486653,,26.51669,0.281621,1.658850365,1.888663,0.3570687,,,282.2145581,,,0.0894452,64.64538427,,105.7831,,,1.06528805,0.5742712,1.39775,0.35891,7.111901,,77.4837,9.13866,91.394,,10.82094,3.15784126,0.96015575,4.150121663,7.064595,,12.30767,,,,,,0.0349933,,28.946682,,,,,,27.239503,168.49085,0.0520004,26.9855618,,0.474836,,,1.72949,,,,,,,,1.5555146,,1.37825,2.4815,,,,,1.36364,0.2795556,0.03314692,,0.195304,0.298467,,,,0.075358,,,,,1.93,2.39001,
Myanmar,635,0.510545927,0.01171947,43.68934257,10.52521098,74.20347258,13.90158856,2.4356037,32.08533946,0.0559722,33.97006321,44.81538937,144.2452179,15.76985612,,2.9494805,5.71288691,,,,0.000259778,3.525077,,,1.35224691,,,,0.2755587,0.33255477,,0.01791113,,0.0123306,1.23182,,38.31326101,154.773708,0.07423,,,0.08,1.04472812,,,756.930729,,90.64118,23.7966,58.75663263,0.7438349,15.6842832,,,232.7384085,,,,,192.7653428,120.2393628,,1.554721,5.082923831,0.85498996,3.34122,0.600529,1.129408,,,6.21805,48.593,,9.18696,3.10000021,0.6037149,4.274404517,,,7.084811,,,,,,0.225454,,3.4943975,,,,,,35.3029491,69.49126,0.4137785,4.943231,,1.14214,,,,4.54411,,,,0.249672,,0.0369417,1.169344,,,,,,,0.2,4.1166667,0.2795556,0.139211,,0.0688,,0.32,,,,,,,0.0100949,,,
Namibia,275,0.036376338,0.0327438,0.0508913,1.434351949,93.45909613,0.0434072,,0.702664,0.26211814,0.891738,0.50843699,1.4361425,0.75805946,,0.0213668,,,,0.00224001,0.01898007,0.8196586,,0.00479,0.140475,,,,0.04440416,0.0458393,,,,,0.215526,,0.260143152,33.803357,0.00504,0,,0.0533333,0.0240033,,,3.783568936,,0.584973,0.00570802,0.3325438,2.21640275,,,,,,,22.52253414,0,,17.54785905,,,1.01401051,0.564737,1.43211,0.2144469,,,,0.73965,5.212,,0.1113,,0.75413326,1.247958198,,,,,,0.206973,,,7.435,,,,,,,,,12.741494,,0.3418553,,,,,,,,,,,,,0.281884,,,,,,,,,,0.04611667,,0.067517,,,,,,,,,,,,
Nauru,845,,,0.0165876,0,,0.2759892,,,,,0.10745543,,,,,,,,,,,,,,,,,,,,,,,,,0.0728017,,,,,,,,,8.391813896,,0.080067,,17.83877459,,2.824928,,,,,,,,5.15498085,0.646054,,,0.0629492,0.0346528,,,,,,,,,,,,,,,,,,,,,18.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,660,2.735704933,0.2938628,6.855090553,1.239517487,51.62242522,1.564351641,0.0538016,33.03346775,0.00277286,1.90169983,38.44273281,115.5129438,14.74142919,,0.50840644,2.762392841,,,0.00286212,0.06734498,0.217596,,,0.0340267,0.03583,,,0.00655138,0.20008708,0.00562102,,,0.00153924,,0.563011,6.826588117,151.144906,0.17977,0.345768,0.0846095,2.021522,0.5195535,,,137.2291814,,21.573894,0.257325,11.77626852,0.00466389,0.9931,,,485.3354663,,,,,310.4723367,49.34923509,,,3.76345979,0.3648575,2.11282,0.4140131,6.684176,,,7.17761,35.861,,1.80187,4.9634156,0.18681638,3.118020068,,,15.65123,,8.163,,,,0.479904,,,,0.621949,,,,24.770816,14.47471,0.25318,5.0985637,0.559722,,,,,,,,,0.178049,,,0.82238816,,,,,,,,,0.2,,,0.3345735,0.0421771,0.22734,,,,,,,,4.304,0.0162319,
Nicaragua,364,1.41299434,2.0843848,0.634312,30.85393602,46.61730378,0.46507487,0.00505608,2.376128696,0.0178966,1.5786335,17.45538536,0.4193476,0.35040889,,1.2985472,6.992845355,,,,18.23176987,,,,0.04090608,,,,0.000409461,0.00416721,,,,,3.12,1.9893524,4.58107543,31.395694,0.00589,2.44847,,0.647595,0.291378,,,16.3259834,,46.120335,0.0137895,0.000392873,,,,,94.039246,,122.5568416,,,,42.74190667,,,0.224739552,0.6214046,0.18905,0.2640124,11.20835,,,,2.49,,1.0143,,,1.35281212,,,6.14766,,,,,,0.6453324,,,,,,,,1.467265,5.408303,,0.154841,,,,,,,,,,0.178049,,,,,,,,,,,,,0.0116667,,0.2553,,,,,,,,,,,,
Niger,260,0.00247677,19.85888711,19.35169659,97.90325841,102.1531917,10.93195652,15.954867,16.61446463,0.0137389,5.8828261,32.90606892,1.2673611,1.0731086,,3.9369976,42.62175006,,,,8.28941316,5.3989777,,,1.522629,,,,0.000409461,0.00416721,,,,,,,19.33697305,159.362648,,4.001043,,6.28692,2.5866126,,,13.39247931,,0.829627,0.0348415,0.046216833,2.59058297,,,,508.7866673,,,0,63.94442361,,173.0930596,,3.236432,1.46050247,1.04644276,0.80261,0.305883,5.347283,,,9.59402,66.425,,2.30914,6.8293212,0.58111076,3.563586339,48.357285,,19.70581,,,,,,,,16.935472,,,,,,36.5773319,35.77339,,8.7547115,,0.338413,,,0.240486,0.559759,,,,,,,,,,2.689,,,,,0.0401786,0.3475,,,,,,0.4156667,,,,,,,0.297224,,
Nigeria,261,1.33587597,5.91214832,3.4319361,50.98180366,194.5073979,4.771540509,14.47274086,23.0469814,0.2686262,19.508188,11.80459246,379.8420048,12.5810735,,2.469124463,0.0128122,,,0.00280757,4.685764373,0.7365186,,,0.12422662,,,,3.161785356,1.8020348,0.0409681,,,0.0118031,,,41.94830009,662.147392,0.25816,,0.0467169,7.447615,1.3343168,,,15.17280097,,118.655085,0.132538,1.396128099,3.684701,0.698394,285.3271,,1332.699773,,,206.7402496,75.848231,,186.6072283,,,3.7691393,0.44621149,1.95065,0.313121,,,,3.74577,281.047,,3.68405,22.36782,2.62418647,6.726759096,15.82989,,25.87642,,,,,,,,,,,,,,188.980497,215.6723841,,178.4873681,0.373148,0.179253,,,19.32175628,,0.866605,,,,,,0.593166731,4.7602265,,0.18045,23.08870716,0.05,,1.445,6.081515,0.035,0.068421,,7.214915,0.214186,,,0.9930956,,,,,,,,
Niue,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2607253,,0.021479,,2.435233894,0.0647126,15.5013877,,,,,,,,0,0.37715256,,,0.06891171,0.08509268,,,,,,0.02744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,66,1.793610154,0.0102373,0.0575252,1.536195046,11.72107931,0.304836173,0.11734854,1.9862724,0.01039181,5.317377202,26.81005755,5.3191365,0,,,0.1393515,,0.0751013,,0.07405666,8.057112,5.233070026,0.00087581,1.4536465,0.29122,,0.62,0.60598954,0.08875846,0.201079935,0.00335833,0.00577633,0.00844549,,,0.0501104,22.532536,,,,0.613333,,,,3.496595898,,0.032417,,0.01213942,0.234126,,180.1348983,,0,,,,,,104.1968757,,,0.627340162,0.58618979,0.35673,0.163992,,,,0.35991,2,,,2.5202332,,,,5.90863,,,,,17.1387061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0816667,,,,,,,,,,,,,,
"North of Sahara, regional",189,2.060842,,0.0345808,10.54800866,23.39693498,2.34416857,0.763751,4.381489,0.0535095,2.1101623,6.35268204,13.98379759,2.176677,,,,,,,2.08291874,0.0288841,,,0.44631835,,,,,,,,,,,,1.705881814,0.769905,,,,,,,,,,,,,,,,,,,,0.574616,,,48.47790391,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505,0.335833,,,,,,0.0111944,,0.3522904,,,,0.430704,,,,,1.775,,,,,,,0.75326444,,,,0.7575,,,,,1.33476,,,
"Oceania, regional",889,0.0277846,,,13.34364395,2.9830863,0.00559722,,0.568272,,3.64553,,7.4501442,,,4.869584,,,,,,0.2318265,,,,,,,,0.00416721,,0.0559722,,,,,9.896531266,2.765639,,,,,0.23,,,10.52245474,,5.567978,,110.4645571,,125.5363543,,,2.0539998,,,,,11.74399785,49.46760598,,,,5.395942,3.749521,,,,,,,,,,,,,,,,0.109826,,,,9.6,,,,,,,,,3.628893,,,,,,,,,0.102349,,,,,,,,,,,,,,,,,0.9977,0.06,0.0380717,,,,,,,,,,,
Pakistan,665,2.2734226,0.00447778,1.2821609,100.9038141,112.0170879,2.94637628,5.15498785,7.45370173,0.430850726,6.376896824,7.961628521,394.0617486,0.04716443,,0.65768196,,,,0.00122497,1.18927354,3.0519843,,,0.03178997,,,,3.929502364,0.82939799,0.0257161,,,0.00255233,0.231818,,12.27100213,381.923027,,0,0.82054,26.410032,124.6503007,,,132.1070614,,98.297362,0.124117,20.18259479,0.863633,,153.4107454,,581.2004306,,,,,2305.195377,111.8663681,,,3.46637041,0.75480799,2.46776,0.753304,71.77301,,,1.4756,189.753,,0.53621,6.618434,0.68709057,5.386207099,59.94594,,33.4822,,,,,,0.207573,,10.280653,,19.093306,,,,141.599002,58.9778561,,124.9869476,,,,,,,2.46249,,,,0.6168984,2.437803,,0.188807,,,,,,,,,,,,,0.28923,,0.66,,,,0.1118043,,,,
Palau,861,,,,,0.0492588,0.344514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0679483,1.359341,,,,,,,,18.39564584,,0.406826,,2.605453184,,0.509108,,,,,,,,4.808363,0.703437,,,0.0712047,0.0750925,0.1601,0.1233376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,366,0.01808992,0.0299619,0.0929314,46.75719377,3.97563275,0.02250081,0.0208853,,0.00895555,0.0148056,0.5625546,2.1794564,,,,,,,,1.064445664,0.0031995,,,0.0353417,,,,0.000409461,0.0125016,,,,,,,0.4219699,10.253799,0.24336,,,0.0133333,0.00600082,,,3.328279108,,0.356472,0.0242446,0.00803132,0.4709268,0.00914485,2.9994811,,,,385.9619152,,,,14.6290263,,,0.52580592,0.12708846,0.48437,0.1564657,4.67856,,,0.11488,2.178,,3.23153,,,0.68792141,,,,,,,,,,,,,,,,,,1.21811,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,,,,0.065,,,20.50184658,,,,,
Papua New Guinea,862,0.3385293,0.00113064,,0.02350836,3.08849931,0.1960307,,1.154729,,,0.000503119,1.8409267,,,0.28919108,,,,,,0.011647,,,,,,,,0.02692075,,,,,,,0.0702495,6.955175,,,,,0.03470465,,,64.94037724,,1.679291,0.00058693,425.9862188,2.422289,28.71598731,0,,32.1320516,,,,,286.0249159,48.0983301,,1.4,6.281799397,1.03765125,0.63292,0.280162,1.2373,,,0.61668,20.388,,,,0.67582952,2.427070739,,,8.59425,,1.9116431,,,,,,,,,,,,13.2632758,19.19325,0.0223429,1.3237095,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,
Paraguay,451,0.2344798,0.00307847,0.0892756,1.868687991,86.4603733,1.020820967,,0.2570863,0.000125378,1.0566662,0.66499783,1.0019002,,,0.0837278,0.1037053,,,,10.55839113,0.1487611,,,,,,,0.006434962,,,,,,,,0.874777663,16.324482,0.13025,,,,,,,55.99978999,,14.23405,0.0469477,0.0114641,1.7955538,0.0125935,13.78662,,0,,280.8130126,,,,24.08036087,,,0.82601457,0.55026363,3.09292,0.2511276,17.52549,,,0.34928,3.386,,,,,1.006669724,,,2.49649,,,,,,3.27,,,,,,,,,1.772326,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,
Peru,454,1.81619679,8.2328592,0.718116,54.40196921,255.2414177,3.162033411,0.1216706,9.86533853,0.03032465,1.159406926,28.83282173,13.21481181,0.481489,,0.59838903,0.84957096,,,0.00413321,24.99479867,0.0307262,,,0.45985434,,,,0.02738495,0.10902459,0.00776792,,0.000794806,,,,23.51157893,111.009783,0.212,,0.0063165,,0.63155389,,,32.496292,,15.380491,0.0577918,0.370502541,5.14468261,0.6376582,497.2316768,,,,200.8099331,,,,16.21386536,,,0.865953402,0.33303799,1.35099,0.557947,0,,,0.62936,13.163,,,3.92225,0.58678259,1.706816453,,,9.42264,,0.143688,,,,2.2151905,,,,,,,,,13.24794,0.2689491,0.293557,,0.311975,,,,,0.223432,1.70135154,,,0.830924,,,0.058,,,0.5509,,,,,,0.0466667,6.350497,3.41685,0.392578,0.525,0.6,0.28,,,768.5555089,,,,0.822792,
Philippines,755,0.783995097,4.5855471,1.757215,5.600227131,38.95769481,3.1954158,0.61124595,1.68358471,,5.820560398,1.395187578,17.59911363,0.61785414,0.0324076,0.1167611,1.0136244,,,0.158674,5.06626865,1.9647714,,,0.28894122,,,,0.41135474,0.0750098,,,,0.00279861,0.231818,,9.056188198,145.987344,0.11358,,0.0753925,6.371769,0.43794732,,,1000.396559,,100.385975,0.214911,57.39046184,1.04643386,3.0475709,798.4084664,,0,,,,,986.841974,36.48274275,,,2.716247469,0.79843858,2.49988,0.2117692,3.90238,,,0.61872,22.613,,2.60237,2.5996564,0.31276338,3.628280581,,,14.80071,,3.55026,,,,0.192805,,3.066075,,1.22005,,,,,54.46972,0.2192357,3.0792897,,,,,,,,,,,,,,,,,,,,,,0.035,,,0.0753,,,,0.55,,,,,,,,
"Polynesia, regional",1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
